FECHA_VACUNACION,DOSIS1,DOSIS2,DOSIS3
2021-02-08,5,0,0
2021-02-09,3849,0,0
2021-02-10,20419,1,0
2021-02-11,54536,1,0
2021-02-12,86905,1,0
2021-02-13,105760,1,0
2021-02-14,111108,1,0
2021-02-15,122580,3,0
2021-02-16,130111,4,0
2021-02-17,134059,4,0
2021-02-18,141453,5,0
2021-02-19,171957,5,0
2021-02-20,198060,5,0
2021-02-21,202609,5,0
2021-02-22,233059,14,0
2021-02-23,260424,15,0
2021-02-24,283330,20,0
2021-02-25,299181,21,0
2021-02-26,315069,25,0
2021-02-27,322000,25,0
2021-02-28,322996,25,0
2021-03-01,332268,29,0
2021-03-02,339343,2168,0
2021-03-03,345762,14217,0
2021-03-04,349513,43544,0
2021-03-05,354169,75964,0
2021-03-06,357185,93096,0
2021-03-07,357326,95553,0
2021-03-08,375613,108325,0
2021-03-09,395219,115957,0
2021-03-10,408096,121038,0
2021-03-11,416553,126939,0
2021-03-12,425324,144806,0
2021-03-13,431475,174197,0
2021-03-14,432165,176904,0
2021-03-15,450246,206697,0
2021-03-16,472849,231551,0
2021-03-17,495198,255947,0
2021-03-18,521356,272597,0
2021-03-19,547015,288650,0
2021-03-20,565110,295080,0
2021-03-21,565791,296115,0
2021-03-22,574462,304805,0
2021-03-23,590002,314053,0
2021-03-24,604645,321394,0
2021-03-25,617577,326205,0
2021-03-26,634151,330880,0
2021-03-27,645404,333939,0
2021-03-28,647478,334139,0
2021-03-29,652369,347095,0
2021-03-30,657000,368908,0
2021-03-31,664605,386361,0
2021-04-01,667021,390557,0
2021-04-02,668141,393335,0
2021-04-03,670811,399491,0
2021-04-04,671067,400784,0
2021-04-05,677235,411004,0
2021-04-06,688947,429456,0
2021-04-07,702737,446322,0
2021-04-08,719646,475005,0
2021-04-09,736155,493410,0
2021-04-10,740327,502078,0
2021-04-11,740348,502152,0
2021-04-12,741222,515266,0
2021-04-13,743102,535242,0
2021-04-14,745778,555830,0
2021-04-15,747600,577309,0
2021-04-16,767256,599119,0
2021-04-17,796846,613599,0
2021-04-18,824733,616751,0
2021-04-19,831668,620729,0
2021-04-20,842910,625803,0
2021-04-21,852595,635974,0
2021-04-22,860805,638471,0
2021-04-23,887182,641004,0
2021-04-24,914813,643426,0
2021-04-25,930337,643531,0
2021-04-26,945696,647897,0
2021-04-27,965360,658680,0
2021-04-28,1004845,670206,0
2021-04-29,1049521,682901,0
2021-04-30,1130633,700868,0
2021-05-01,1193414,703846,0
2021-05-02,1241201,704911,0
2021-05-03,1300225,709857,0
2021-05-04,1323019,711356,0
2021-05-05,1343391,715777,0
2021-05-06,1382575,717727,0
2021-05-07,1415996,732452,0
2021-05-08,1476952,755098,0
2021-05-09,1510127,780442,0
2021-05-10,1557527,789403,0
2021-05-11,1600284,801870,0
2021-05-12,1657851,813077,0
2021-05-13,1731169,820925,0
2021-05-14,1819023,840757,0
2021-05-15,1871899,862053,0
2021-05-16,1895404,876546,0
2021-05-17,1946491,884814,0
2021-05-18,2005953,894638,0
2021-05-19,2066174,914923,0
2021-05-20,2136410,931251,0
2021-05-21,2244994,984379,0
2021-05-22,2324289,1036154,0
2021-05-23,2369164,1077607,0
2021-05-24,2438590,1129358,0
2021-05-25,2515750,1152751,0
2021-05-26,2598521,1165410,0
2021-05-27,2688553,1192373,0
2021-05-28,2812741,1219976,0
2021-05-29,2887616,1275526,0
2021-05-30,2921183,1306470,0
2021-05-31,2989856,1349624,0
2021-06-01,3065022,1387459,0
2021-06-02,3142905,1423668,0
2021-06-03,3181324,1450305,0
2021-06-04,3197129,1471620,0
2021-06-05,3204494,1484948,0
2021-06-06,3206286,1485189,0
2021-06-07,3214198,1508467,0
2021-06-08,3315371,1624719,0
2021-06-09,3430189,1716516,0
2021-06-10,3554298,1822764,0
2021-06-11,3644946,1957164,0
2021-06-12,3720374,2045467,0
2021-06-13,3757828,2091902,0
2021-06-14,3794246,2169866,0
2021-06-15,3836349,2258402,0
2021-06-16,3874647,2334661,0
2021-06-17,3915243,2434784,0
2021-06-18,3951033,2573110,0
2021-06-19,3973707,2664615,0
2021-06-20,3980142,2691278,0
2021-06-21,4024471,2759561,0
2021-06-22,4071408,2853764,0
2021-06-23,4112583,2940873,0
2021-06-24,4156778,2982477,0
2021-06-25,4249285,3017002,0
2021-06-26,4318460,3029636,0
2021-06-27,4365730,3033527,0
2021-06-28,4408106,3047352,0
2021-06-29,4439285,3115963,0
2021-06-30,4523103,3213502,0
2021-07-01,4622876,3314371,0
2021-07-02,4739252,3404822,0
2021-07-03,4863422,3477278,0
2021-07-04,4963277,3512156,0
2021-07-05,5114169,3548834,0
2021-07-06,5285774,3590451,0
2021-07-07,5423091,3624754,0
2021-07-08,5538443,3668047,0
2021-07-09,5661291,3708694,0
2021-07-10,5902087,3735506,0
2021-07-11,6071595,3746316,0
2021-07-12,6156192,3768965,0
2021-07-13,6242860,3794351,0
2021-07-14,6362229,3824249,0
2021-07-15,6504402,3882118,0
2021-07-16,6637850,3976832,0
2021-07-17,6865151,4057620,0
2021-07-18,6996785,4104161,0
2021-07-19,7054517,4144598,0
2021-07-20,7126139,4176120,0
2021-07-21,7212928,4248180,0
2021-07-22,7323456,4331178,0
2021-07-23,7470754,4431161,0
2021-07-24,7746529,4541824,0
2021-07-25,7953205,4642015,0
2021-07-26,8005724,4667410,0
2021-07-27,8046751,4879370,0
2021-07-28,8060846,4980351,0
2021-07-29,8076540,5029459,0
2021-07-30,8114070,5157087,0
2021-07-31,8173392,5372422,0
2021-08-01,8225891,5528050,0
2021-08-02,8266601,5635565,0
2021-08-03,8304630,5736837,0
2021-08-04,8353607,5848522,0
2021-08-05,8404133,5969639,0
2021-08-06,8559157,6098496,0
2021-08-07,8848535,6303962,0
2021-08-08,9069728,6443407,0
2021-08-09,9123150,6495591,0
2021-08-10,9183433,6558825,0
2021-08-11,9225210,6636147,0
2021-08-12,9262885,6715702,0
2021-08-13,9297297,6798264,0
2021-08-14,9337238,6991363,0
2021-08-15,9358333,7166013,0
2021-08-16,9390942,7213237,0
2021-08-17,9428368,7276442,0
2021-08-18,9462885,7330938,0
2021-08-19,9505925,7389395,0
2021-08-20,9587360,7458109,0
2021-08-21,9773498,7587656,0
2021-08-22,9925025,7666957,0
2021-08-23,9959798,7712670,0
2021-08-24,9997444,7751616,0
2021-08-25,10050769,7789020,0
2021-08-26,10121102,7824647,0
2021-08-27,10176022,7942040,0
2021-08-28,10406318,8171791,0
2021-08-29,10585009,8397913,0
2021-08-30,10592802,8407829,0
2021-08-31,10663426,8455818,0
2021-09-01,10737206,8526318,0
2021-09-02,10862309,8584587,0
2021-09-03,11007493,8652476,0
2021-09-04,11294738,8726702,0
2021-09-05,11530845,8759612,0
2021-09-06,11641404,8789329,0
2021-09-07,11815754,8827124,0
2021-09-08,12113349,8880766,0
2021-09-09,12411171,8930704,0
2021-09-10,12748702,9005217,0
2021-09-11,13230667,9123504,0
2021-09-12,13595599,9246736,0
2021-09-13,13766140,9285412,0
2021-09-14,14026197,9325832,0
2021-09-15,14225333,9378959,0
2021-09-16,14486954,9452403,0
2021-09-17,14740287,9505346,0
2021-09-18,15070875,9663008,0
2021-09-19,15257765,9777864,0
2021-09-20,15342609,9823218,0
2021-09-21,15460617,9904300,0
2021-09-22,15564811,9973045,0
2021-09-23,15658651,10046859,0
2021-09-24,15759836,10140937,0
2021-09-25,15918431,10390194,0
2021-09-26,16042239,10591379,0
2021-09-27,16139738,10698817,0
2021-09-28,16249343,10826030,0
2021-09-29,16351901,11031059,0
2021-09-30,16447340,11247425,0
2021-10-01,16533678,11443820,0
2021-10-02,16707986,11838268,0
2021-10-03,16858973,12165321,0
2021-10-04,16931691,12355446,0
2021-10-05,17005081,12574492,0
2021-10-06,17078768,12778293,0
2021-10-07,17147768,12976830,0
2021-10-08,17204503,13126881,0
2021-10-09,17298375,13404791,0
2021-10-10,17362016,13579574,0
2021-10-11,17424898,13694486,0
2021-10-12,17539373,13818234,0
2021-10-13,17648340,13934880,0
2021-10-14,17754388,14052405,0
2021-10-15,17862880,14161670,20290
2021-10-16,18038323,14305776,45401
2021-10-17,18193849,14424826,56305
2021-10-18,18285432,14510128,83086
2021-10-19,18360122,14611986,108751
2021-10-20,18416580,14708609,133959
2021-10-21,18472769,14800143,150761
2021-10-22,18520554,14886278,166095
2021-10-23,18626035,15029237,173200
2021-10-24,18699548,15153160,175305
2021-10-25,18739263,15227430,182179
2021-10-26,18776535,15299845,188294
2021-10-27,18813471,15368427,193904
2021-10-28,18857057,15437092,205041
2021-10-29,18903344,15500237,219904
2021-10-30,19108358,15581391,233918
2021-10-31,19282545,15649339,242656
2021-11-01,19353193,15672788,246853
2021-11-02,19440690,15707156,253291
2021-11-03,19544245,15755359,262639
2021-11-04,19709538,15813997,272173
2021-11-05,19926539,15870720,280739
2021-11-06,20224104,15968258,289133
2021-11-07,20426852,16057682,294825
2021-11-08,20538827,16128656,301501
2021-11-09,20641398,16220835,311197
2021-11-10,20737688,16296047,325520
2021-11-11,20817286,16366744,342804
2021-11-12,20875814,16417211,353937
2021-11-13,20929917,16481538,361288
