FECHA_VACUNACION,ASTRAZENECA,JANSSEN,MODERNA,PFIZER,SINOPHARM
2022-06-21,7975599,117,1588712,46773756,20944095
2022-06-22,7975599,117,1637135,46817025,20948692
2022-06-23,7975599,117,1682257,46857679,20952418
2022-06-24,7975599,117,1726278,46894061,20955438
2022-06-25,7975599,117,1781083,46938594,20959013
2022-06-26,7975599,117,1825003,46970632,20961713
2022-06-27,7975599,117,1876670,47011768,20965400
2022-06-28,7975599,117,1936915,47057498,20969370
2022-06-29,7975599,117,1977047,47088677,20971869
2022-06-30,7975599,117,2026114,47130011,20975489
2022-07-01,7975602,117,2065622,47161788,20978159
2022-07-02,7975603,117,2115440,47201777,20980930
2022-07-03,7975603,117,2147128,47224172,20982720
2022-07-04,7975603,117,2182069,47253633,20985450
2022-07-05,7975603,117,2226236,47288567,20988464
2022-07-06,7975603,117,2270777,47327708,20991715
2022-07-07,7975603,117,2316675,47364874,20995195
2022-07-08,7975603,117,2364566,47409723,20998814
2022-07-09,7975603,117,2426720,47461757,21002522
2022-07-10,7975603,117,2469431,47495662,21005329
2022-07-11,7975603,117,2515415,47538644,21009281
2022-07-12,7975603,117,2570292,47585824,21013395
2022-07-13,7975603,117,2624188,47635975,21017583
2022-07-14,7975603,117,2687470,47686282,21021617
2022-07-15,7975603,117,2755556,47742597,21025449
2022-07-16,7975603,117,2833015,47799231,21029548
2022-07-17,7975603,117,2889174,47835472,21032274
2022-07-18,7975603,117,2949670,47882358,21036222
2022-07-19,7975603,117,3014448,47930742,21040124
2022-07-20,7975603,117,3077549,47982590,21043995
2022-07-21,7975603,117,3137834,48035907,21047794
2022-07-22,7975603,117,3197241,48090440,21051756
2022-07-23,7975603,117,3264619,48139905,21055712
2022-07-24,7975603,117,3312319,48172997,21058645
2022-07-25,7975603,117,3361665,48215155,21062491
2022-07-26,7975605,117,3413147,48258474,21066519
2022-07-27,7975605,117,3458533,48301469,21069912
2022-07-28,7975605,117,3481593,48323998,21071710
2022-07-29,7975605,117,3502998,48345554,21073468
2022-07-30,7975605,117,3541957,48382723,21076241
2022-07-31,7975605,117,3567545,48407161,21077948
2022-08-01,7975606,117,3593595,48435782,21079974
2022-08-02,7975606,117,3622653,48469449,21081989
2022-08-03,7975606,117,3654997,48506920,21084340
2022-08-04,7975606,117,3687001,48544939,21086659
2022-08-05,7975607,117,3721259,48585831,21088911
2022-08-06,7975608,117,3753098,48623306,21090806
2022-08-07,7975608,117,3776625,48647962,21092330
2022-08-08,7975608,117,3808976,48681796,21095221
2022-08-09,7975608,117,3843861,48718330,21098219
2022-08-10,7975608,117,3878611,48757460,21101173
2022-08-11,7975609,117,3915379,48797389,21104327
2022-08-12,7975609,117,3951453,48846452,21107399
2022-08-13,7975609,117,3990782,48899421,21110210
2022-08-14,7975609,117,4017726,48931467,21112270
2022-08-15,7975609,117,4050244,48969713,21115263
2022-08-16,7975609,117,4087594,49013672,21118589
2022-08-17,7975609,117,4124464,49060364,21121849
2022-08-18,7975609,117,4161465,49108126,21125073
2022-08-19,7975610,117,4197353,49162161,21128112
2022-08-20,7975610,117,4236629,49214111,21130982
2022-08-21,7975610,117,4263589,49247032,21133096
2022-08-22,7975610,117,4295035,49290350,21136325
2022-08-23,7975610,117,4328952,49336006,21139444
2022-08-24,7975610,117,4362135,49379363,21142181
2022-08-25,7975611,117,4391855,49423044,21144880
2022-08-26,7975611,117,4421734,49472913,21147307
2022-08-27,7975612,117,4453155,49519134,21149662
2022-08-28,7975613,117,4474869,49546999,21151386
2022-08-29,7975613,117,4496836,49576461,21153477
2022-08-30,7975613,117,4507389,49590915,21154459
2022-08-31,7975613,117,4529503,49621576,21156865
2022-09-01,7975613,117,4544434,49639918,21158460
2022-09-02,7975613,117,4559765,49664078,21160052
2022-09-03,7975658,117,4577304,49687609,21161496
2022-09-04,7975716,117,4587488,49698901,21162447
2022-09-05,7976028,117,4602410,49718919,21164106
2022-09-06,7976483,117,4617687,49738619,21165694
2022-09-07,7976969,117,4632795,49758300,21167232
2022-09-08,7977443,117,4645504,49776987,21168582
2022-09-09,7977869,117,4656281,49795799,21169528
2022-09-10,7978356,117,4666861,49808880,21170174
2022-09-11,7978591,117,4672127,49813206,21170536
2022-09-12,7978591,117,4672128,49813207,21170536
